Model,Dataset,Config,Seed,ECE
GroNLP/hateBERT,tweeteval,prep0_aug0,seed_99511865,0.027017
Twitter/twhin-bert-base,tweeteval,prep0_aug0,seed_14298463,0.026318
Twitter/twhin-bert-base,tweeteval,prep0_aug0,seed_24677315,0.027305
Twitter/twhin-bert-base,tweeteval,prep0_aug0,seed_37622020,0.026494
Twitter/twhin-bert-base,tweeteval,prep0_aug0,seed_43782163,0.02442
Twitter/twhin-bert-base,tweeteval,prep0_aug0,seed_52680723,0.028158
Twitter/twhin-bert-base,tweeteval,prep0_aug0,seed_67351593,0.025716
Twitter/twhin-bert-base,tweeteval,prep0_aug0,seed_70681460,0.028905
Twitter/twhin-bert-base,tweeteval,prep0_aug0,seed_87212562,0.022577
Twitter/twhin-bert-base,tweeteval,prep0_aug0,seed_90995999,0.026266
Twitter/twhin-bert-base,tweeteval,prep0_aug0,seed_99511865,0.027361
albert/albert-base-v2,tweeteval,prep0_aug0,seed_14298463,0.031483
albert/albert-base-v2,tweeteval,prep0_aug0,seed_24677315,0.028754
albert/albert-base-v2,tweeteval,prep0_aug0,seed_37622020,0.030418
albert/albert-base-v2,tweeteval,prep0_aug0,seed_43782163,0.03135
albert/albert-base-v2,tweeteval,prep0_aug0,seed_52680723,0.031812
albert/albert-base-v2,tweeteval,prep0_aug0,seed_67351593,0.031803
albert/albert-base-v2,tweeteval,prep0_aug0,seed_70681460,0.030903
albert/albert-base-v2,tweeteval,prep0_aug0,seed_87212562,0.032167
albert/albert-base-v2,tweeteval,prep0_aug0,seed_90995999,0.028435
albert/albert-base-v2,tweeteval,prep0_aug0,seed_99511865,0.032203
all-MiniLM-L12-v2,tweeteval,prep0_aug0,seed_14298463,0.022217
all-MiniLM-L12-v2,tweeteval,prep0_aug0,seed_24677315,0.026391
all-MiniLM-L12-v2,tweeteval,prep0_aug0,seed_37622020,0.027423
all-MiniLM-L12-v2,tweeteval,prep0_aug0,seed_43782163,0.025256
all-MiniLM-L12-v2,tweeteval,prep0_aug0,seed_52680723,0.026217
all-MiniLM-L12-v2,tweeteval,prep0_aug0,seed_67351593,0.027257
all-MiniLM-L12-v2,tweeteval,prep0_aug0,seed_70681460,0.024042
all-MiniLM-L12-v2,tweeteval,prep0_aug0,seed_87212562,0.024842
all-MiniLM-L12-v2,tweeteval,prep0_aug0,seed_90995999,0.026354
all-MiniLM-L12-v2,tweeteval,prep0_aug0,seed_99511865,0.027376
all-MiniLM-L6-v2,tweeteval,prep0_aug0,seed_14298463,0.028071
all-MiniLM-L6-v2,tweeteval,prep0_aug0,seed_24677315,0.028488
all-MiniLM-L6-v2,tweeteval,prep0_aug0,seed_37622020,0.020595
all-MiniLM-L6-v2,tweeteval,prep0_aug0,seed_43782163,0.026983
all-MiniLM-L6-v2,tweeteval,prep0_aug0,seed_52680723,0.026511
all-MiniLM-L6-v2,tweeteval,prep0_aug0,seed_67351593,0.028406
all-MiniLM-L6-v2,tweeteval,prep0_aug0,seed_70681460,0.03042
all-MiniLM-L6-v2,tweeteval,prep0_aug0,seed_87212562,0.02921
all-MiniLM-L6-v2,tweeteval,prep0_aug0,seed_90995999,0.028142
all-MiniLM-L6-v2,tweeteval,prep0_aug0,seed_99511865,0.028697
all-distilroberta-v1,tweeteval,prep0_aug0,seed_14298463,0.022819
all-distilroberta-v1,tweeteval,prep0_aug0,seed_24677315,0.022359
all-distilroberta-v1,tweeteval,prep0_aug0,seed_37622020,0.022893
all-distilroberta-v1,tweeteval,prep0_aug0,seed_43782163,0.021871
all-distilroberta-v1,tweeteval,prep0_aug0,seed_52680723,0.024016
all-distilroberta-v1,tweeteval,prep0_aug0,seed_67351593,0.02306
all-distilroberta-v1,tweeteval,prep0_aug0,seed_70681460,0.024681
all-distilroberta-v1,tweeteval,prep0_aug0,seed_87212562,0.022596
all-distilroberta-v1,tweeteval,prep0_aug0,seed_90995999,0.022983
all-distilroberta-v1,tweeteval,prep0_aug0,seed_99511865,0.022942
all-mpnet-base-v2,tweeteval,prep0_aug0,seed_14298463,0.02419
all-mpnet-base-v2,tweeteval,prep0_aug0,seed_24677315,0.023365
all-mpnet-base-v2,tweeteval,prep0_aug0,seed_37622020,0.025144
all-mpnet-base-v2,tweeteval,prep0_aug0,seed_43782163,0.025622
all-mpnet-base-v2,tweeteval,prep0_aug0,seed_52680723,0.025924
all-mpnet-base-v2,tweeteval,prep0_aug0,seed_67351593,0.025525
all-mpnet-base-v2,tweeteval,prep0_aug0,seed_70681460,0.025744
all-mpnet-base-v2,tweeteval,prep0_aug0,seed_87212562,0.023528
all-mpnet-base-v2,tweeteval,prep0_aug0,seed_90995999,0.024454
all-mpnet-base-v2,tweeteval,prep0_aug0,seed_99511865,0.024741
answerdotai/ModernBERT-base,tweeteval,prep0_aug0,seed_14298463,0.022766
answerdotai/ModernBERT-base,tweeteval,prep0_aug0,seed_24677315,0.022012
answerdotai/ModernBERT-base,tweeteval,prep0_aug0,seed_37622020,0.022693
answerdotai/ModernBERT-base,tweeteval,prep0_aug0,seed_43782163,0.023484
answerdotai/ModernBERT-base,tweeteval,prep0_aug0,seed_52680723,0.023858
answerdotai/ModernBERT-base,tweeteval,prep0_aug0,seed_67351593,0.024216
answerdotai/ModernBERT-base,tweeteval,prep0_aug0,seed_70681460,0.022393
answerdotai/ModernBERT-base,tweeteval,prep0_aug0,seed_87212562,0.023532
answerdotai/ModernBERT-base,tweeteval,prep0_aug0,seed_90995999,0.022501
answerdotai/ModernBERT-base,tweeteval,prep0_aug0,seed_99511865,0.021518
bert-base-cased,tweeteval,prep0_aug0,seed_14298463,0.025278
bert-base-cased,tweeteval,prep0_aug0,seed_24677315,0.027241
bert-base-cased,tweeteval,prep0_aug0,seed_37622020,0.026834
bert-base-cased,tweeteval,prep0_aug0,seed_43782163,0.026153
bert-base-cased,tweeteval,prep0_aug0,seed_52680723,0.028788
bert-base-cased,tweeteval,prep0_aug0,seed_67351593,0.027253
bert-base-cased,tweeteval,prep0_aug0,seed_70681460,0.027391
bert-base-cased,tweeteval,prep0_aug0,seed_87212562,0.027614
bert-base-cased,tweeteval,prep0_aug0,seed_90995999,0.026261
bert-base-cased,tweeteval,prep0_aug0,seed_99511865,0.025298
bert-base-uncased,tweeteval,prep0_aug0,seed_14298463,0.023953
bert-base-uncased,tweeteval,prep0_aug0,seed_24677315,0.027311
bert-base-uncased,tweeteval,prep0_aug0,seed_37622020,0.026624
bert-base-uncased,tweeteval,prep0_aug0,seed_43782163,0.025382
bert-base-uncased,tweeteval,prep0_aug0,seed_52680723,0.02582
bert-base-uncased,tweeteval,prep0_aug0,seed_67351593,0.025676
bert-base-uncased,tweeteval,prep0_aug0,seed_70681460,0.026395
bert-base-uncased,tweeteval,prep0_aug0,seed_87212562,0.023122
bert-base-uncased,tweeteval,prep0_aug0,seed_90995999,0.025566
bert-base-uncased,tweeteval,prep0_aug0,seed_99511865,0.023675
chandar-lab/NeoBERT,tweeteval,prep0_aug0,seed_14298463,0.027269
chandar-lab/NeoBERT,tweeteval,prep0_aug0,seed_24677315,0.027388
chandar-lab/NeoBERT,tweeteval,prep0_aug0,seed_37622020,0.027816
chandar-lab/NeoBERT,tweeteval,prep0_aug0,seed_43782163,0.026608
chandar-lab/NeoBERT,tweeteval,prep0_aug0,seed_52680723,0.027059
chandar-lab/NeoBERT,tweeteval,prep0_aug0,seed_67351593,0.025894
chandar-lab/NeoBERT,tweeteval,prep0_aug0,seed_70681460,0.024285
chandar-lab/NeoBERT,tweeteval,prep0_aug0,seed_87212562,0.026896
chandar-lab/NeoBERT,tweeteval,prep0_aug0,seed_90995999,0.02737
chandar-lab/NeoBERT,tweeteval,prep0_aug0,seed_99511865,0.025393
distilbert-base-cased,tweeteval,prep0_aug0,seed_14298463,0.028507
distilbert-base-cased,tweeteval,prep0_aug0,seed_24677315,0.028292
distilbert-base-cased,tweeteval,prep0_aug0,seed_37622020,0.029773
distilbert-base-cased,tweeteval,prep0_aug0,seed_43782163,0.029061
distilbert-base-cased,tweeteval,prep0_aug0,seed_52680723,0.028227
distilbert-base-cased,tweeteval,prep0_aug0,seed_67351593,0.027634
distilbert-base-cased,tweeteval,prep0_aug0,seed_70681460,0.028137
distilbert-base-cased,tweeteval,prep0_aug0,seed_87212562,0.024571
distilbert-base-cased,tweeteval,prep0_aug0,seed_90995999,0.027508
distilbert-base-cased,tweeteval,prep0_aug0,seed_99511865,0.028758
distilbert-base-uncased,tweeteval,prep0_aug0,seed_14298463,0.026489
distilbert-base-uncased,tweeteval,prep0_aug0,seed_24677315,0.02911
distilbert-base-uncased,tweeteval,prep0_aug0,seed_37622020,0.028925
distilbert-base-uncased,tweeteval,prep0_aug0,seed_43782163,0.026894
distilbert-base-uncased,tweeteval,prep0_aug0,seed_52680723,0.028275
distilbert-base-uncased,tweeteval,prep0_aug0,seed_67351593,0.029185
distilbert-base-uncased,tweeteval,prep0_aug0,seed_70681460,0.026138
distilbert-base-uncased,tweeteval,prep0_aug0,seed_87212562,0.023815
distilbert-base-uncased,tweeteval,prep0_aug0,seed_90995999,0.027883
distilbert-base-uncased,tweeteval,prep0_aug0,seed_99511865,0.027404
google/mobilebert-uncased,tweeteval,prep0_aug0,seed_14298463,0.029603
google/mobilebert-uncased,tweeteval,prep0_aug0,seed_24677315,0.029188
google/mobilebert-uncased,tweeteval,prep0_aug0,seed_37622020,0.02785
google/mobilebert-uncased,tweeteval,prep0_aug0,seed_43782163,0.018816
google/mobilebert-uncased,tweeteval,prep0_aug0,seed_52680723,0.026799
google/mobilebert-uncased,tweeteval,prep0_aug0,seed_67351593,0.028764
google/mobilebert-uncased,tweeteval,prep0_aug0,seed_70681460,0.029034
google/mobilebert-uncased,tweeteval,prep0_aug0,seed_87212562,0.024295
google/mobilebert-uncased,tweeteval,prep0_aug0,seed_90995999,0.027758
google/mobilebert-uncased,tweeteval,prep0_aug0,seed_99511865,0.028899
gpt2,tweeteval,prep0_aug0,seed_14298463,0.021919
gpt2,tweeteval,prep0_aug0,seed_24677315,0.022432
gpt2,tweeteval,prep0_aug0,seed_37622020,0.020923
gpt2,tweeteval,prep0_aug0,seed_43782163,0.020121
gpt2,tweeteval,prep0_aug0,seed_52680723,0.022337
gpt2,tweeteval,prep0_aug0,seed_67351593,0.021697
gpt2,tweeteval,prep0_aug0,seed_70681460,0.023746
gpt2,tweeteval,prep0_aug0,seed_87212562,0.022033
gpt2,tweeteval,prep0_aug0,seed_90995999,0.022431
gpt2,tweeteval,prep0_aug0,seed_99511865,0.021073
roberta-base,tweeteval,prep0_aug0,seed_14298463,0.023317
roberta-base,tweeteval,prep0_aug0,seed_24677315,0.023089
roberta-base,tweeteval,prep0_aug0,seed_37622020,0.023098
roberta-base,tweeteval,prep0_aug0,seed_43782163,0.020729
roberta-base,tweeteval,prep0_aug0,seed_52680723,0.023825
roberta-base,tweeteval,prep0_aug0,seed_67351593,0.023202
roberta-base,tweeteval,prep0_aug0,seed_70681460,0.022735
roberta-base,tweeteval,prep0_aug0,seed_87212562,0.023167
roberta-base,tweeteval,prep0_aug0,seed_90995999,0.02276
roberta-base,tweeteval,prep0_aug0,seed_99511865,0.022705
sarkerlab/SocBERT-base,tweeteval,prep0_aug0,seed_14298463,0.02873
sarkerlab/SocBERT-base,tweeteval,prep0_aug0,seed_24677315,0.03067
sarkerlab/SocBERT-base,tweeteval,prep0_aug0,seed_37622020,0.028259
sarkerlab/SocBERT-base,tweeteval,prep0_aug0,seed_43782163,0.028303
sarkerlab/SocBERT-base,tweeteval,prep0_aug0,seed_52680723,0.027915
sarkerlab/SocBERT-base,tweeteval,prep0_aug0,seed_67351593,0.031035
sarkerlab/SocBERT-base,tweeteval,prep0_aug0,seed_70681460,0.028464
sarkerlab/SocBERT-base,tweeteval,prep0_aug0,seed_87212562,0.030605
sarkerlab/SocBERT-base,tweeteval,prep0_aug0,seed_90995999,0.02994
sarkerlab/SocBERT-base,tweeteval,prep0_aug0,seed_99511865,0.027566
vinai/bertweet-base,tweeteval,prep0_aug0,seed_14298463,0.024884
vinai/bertweet-base,tweeteval,prep0_aug0,seed_24677315,0.026323
vinai/bertweet-base,tweeteval,prep0_aug0,seed_37622020,0.025937
vinai/bertweet-base,tweeteval,prep0_aug0,seed_43782163,0.02721
vinai/bertweet-base,tweeteval,prep0_aug0,seed_52680723,0.021973
vinai/bertweet-base,tweeteval,prep0_aug0,seed_67351593,0.026627
vinai/bertweet-base,tweeteval,prep0_aug0,seed_70681460,0.024651
vinai/bertweet-base,tweeteval,prep0_aug0,seed_87212562,0.025999
vinai/bertweet-base,tweeteval,prep0_aug0,seed_90995999,0.025144
vinai/bertweet-base,tweeteval,prep0_aug0,seed_99511865,0.026632
xlnet-base-cased,tweeteval,prep0_aug0,seed_14298463,0.029391
xlnet-base-cased,tweeteval,prep0_aug0,seed_24677315,0.028294
xlnet-base-cased,tweeteval,prep0_aug0,seed_37622020,0.027991
xlnet-base-cased,tweeteval,prep0_aug0,seed_43782163,0.026187
xlnet-base-cased,tweeteval,prep0_aug0,seed_52680723,0.027797
xlnet-base-cased,tweeteval,prep0_aug0,seed_67351593,0.027533
xlnet-base-cased,tweeteval,prep0_aug0,seed_70681460,0.029451
xlnet-base-cased,tweeteval,prep0_aug0,seed_87212562,0.029723
xlnet-base-cased,tweeteval,prep0_aug0,seed_90995999,0.026544
xlnet-base-cased,tweeteval,prep0_aug0,seed_99511865,0.026841
GroNLP/hateBERT,ieee,prep1_aug0,seed_14298463,0.063895
GroNLP/hateBERT,ieee,prep1_aug0,seed_24677315,0.129105
GroNLP/hateBERT,ieee,prep1_aug0,seed_37622020,0.113182
GroNLP/hateBERT,ieee,prep1_aug0,seed_43782163,0.116232
GroNLP/hateBERT,ieee,prep1_aug0,seed_52680723,0.124646
GroNLP/hateBERT,ieee,prep1_aug0,seed_67351593,0.102207
GroNLP/hateBERT,ieee,prep1_aug0,seed_70681460,0.124355
GroNLP/hateBERT,ieee,prep1_aug0,seed_87212562,0.097693
GroNLP/hateBERT,ieee,prep1_aug0,seed_90995999,0.108274
GroNLP/hateBERT,ieee,prep1_aug0,seed_99511865,0.118902
Twitter/twhin-bert-base,ieee,prep1_aug0,seed_14298463,0.122999
Twitter/twhin-bert-base,ieee,prep1_aug0,seed_24677315,0.106922
Twitter/twhin-bert-base,ieee,prep1_aug0,seed_37622020,0.142409
Twitter/twhin-bert-base,ieee,prep1_aug0,seed_43782163,0.177765
Twitter/twhin-bert-base,ieee,prep1_aug0,seed_52680723,0.157886
Twitter/twhin-bert-base,ieee,prep1_aug0,seed_67351593,0.131732
Twitter/twhin-bert-base,ieee,prep1_aug0,seed_70681460,0.178338
Twitter/twhin-bert-base,ieee,prep1_aug0,seed_87212562,0.124015
Twitter/twhin-bert-base,ieee,prep1_aug0,seed_90995999,0.128594
Twitter/twhin-bert-base,ieee,prep1_aug0,seed_99511865,0.149079
albert/albert-base-v2,ieee,prep1_aug0,seed_14298463,0.072868
albert/albert-base-v2,ieee,prep1_aug0,seed_24677315,0.057673
albert/albert-base-v2,ieee,prep1_aug0,seed_37622020,0.130732
albert/albert-base-v2,ieee,prep1_aug0,seed_43782163,0.1359
albert/albert-base-v2,ieee,prep1_aug0,seed_52680723,0.081392
albert/albert-base-v2,ieee,prep1_aug0,seed_67351593,0.11771
albert/albert-base-v2,ieee,prep1_aug0,seed_70681460,0.14194
albert/albert-base-v2,ieee,prep1_aug0,seed_87212562,0.05555
albert/albert-base-v2,ieee,prep1_aug0,seed_90995999,0.143643
albert/albert-base-v2,ieee,prep1_aug0,seed_99511865,0.16152
all-MiniLM-L12-v2,ieee,prep1_aug0,seed_14298463,0.097292
all-MiniLM-L12-v2,ieee,prep1_aug0,seed_24677315,0.15924
all-MiniLM-L12-v2,ieee,prep1_aug0,seed_37622020,0.102162
all-MiniLM-L12-v2,ieee,prep1_aug0,seed_43782163,0.086652
all-MiniLM-L12-v2,ieee,prep1_aug0,seed_52680723,0.080614
all-MiniLM-L12-v2,ieee,prep1_aug0,seed_67351593,0.093941
all-MiniLM-L12-v2,ieee,prep1_aug0,seed_70681460,0.082744
all-MiniLM-L12-v2,ieee,prep1_aug0,seed_87212562,0.111162
all-MiniLM-L12-v2,ieee,prep1_aug0,seed_90995999,0.073492
all-MiniLM-L12-v2,ieee,prep1_aug0,seed_99511865,0.114651
all-MiniLM-L6-v2,ieee,prep1_aug0,seed_14298463,0.054696
all-MiniLM-L6-v2,ieee,prep1_aug0,seed_24677315,0.074514
all-MiniLM-L6-v2,ieee,prep1_aug0,seed_37622020,0.0663
all-MiniLM-L6-v2,ieee,prep1_aug0,seed_43782163,0.110591
all-MiniLM-L6-v2,ieee,prep1_aug0,seed_52680723,0.06234
all-MiniLM-L6-v2,ieee,prep1_aug0,seed_67351593,0.074416
all-MiniLM-L6-v2,ieee,prep1_aug0,seed_70681460,0.080116
all-MiniLM-L6-v2,ieee,prep1_aug0,seed_87212562,0.092675
all-MiniLM-L6-v2,ieee,prep1_aug0,seed_90995999,0.089958
all-MiniLM-L6-v2,ieee,prep1_aug0,seed_99511865,0.094075
all-distilroberta-v1,ieee,prep1_aug0,seed_14298463,0.114681
all-distilroberta-v1,ieee,prep1_aug0,seed_24677315,0.08982
all-distilroberta-v1,ieee,prep1_aug0,seed_37622020,0.093809
all-distilroberta-v1,ieee,prep1_aug0,seed_43782163,0.062819
all-distilroberta-v1,ieee,prep1_aug0,seed_52680723,0.065636
all-distilroberta-v1,ieee,prep1_aug0,seed_67351593,0.101248
all-distilroberta-v1,ieee,prep1_aug0,seed_70681460,0.096975
all-distilroberta-v1,ieee,prep1_aug0,seed_87212562,0.095303
all-distilroberta-v1,ieee,prep1_aug0,seed_90995999,0.133917
all-distilroberta-v1,ieee,prep1_aug0,seed_99511865,0.094704
all-mpnet-base-v2,ieee,prep1_aug0,seed_14298463,0.060821
all-mpnet-base-v2,ieee,prep1_aug0,seed_24677315,0.1839
all-mpnet-base-v2,ieee,prep1_aug0,seed_37622020,0.241551
all-mpnet-base-v2,ieee,prep1_aug0,seed_43782163,0.101706
all-mpnet-base-v2,ieee,prep1_aug0,seed_52680723,0.051424
all-mpnet-base-v2,ieee,prep1_aug0,seed_67351593,0.050189
all-mpnet-base-v2,ieee,prep1_aug0,seed_70681460,0.126507
all-mpnet-base-v2,ieee,prep1_aug0,seed_87212562,0.122209
all-mpnet-base-v2,ieee,prep1_aug0,seed_90995999,0.228549
all-mpnet-base-v2,ieee,prep1_aug0,seed_99511865,0.061312
answerdotai/ModernBERT-base,ieee,prep1_aug0,seed_14298463,0.120659
answerdotai/ModernBERT-base,ieee,prep1_aug0,seed_24677315,0.138538
answerdotai/ModernBERT-base,ieee,prep1_aug0,seed_37622020,0.048432
answerdotai/ModernBERT-base,ieee,prep1_aug0,seed_43782163,0.132396
answerdotai/ModernBERT-base,ieee,prep1_aug0,seed_52680723,0.171819
answerdotai/ModernBERT-base,ieee,prep1_aug0,seed_67351593,0.13313
answerdotai/ModernBERT-base,ieee,prep1_aug0,seed_70681460,0.158745
answerdotai/ModernBERT-base,ieee,prep1_aug0,seed_87212562,0.134825
answerdotai/ModernBERT-base,ieee,prep1_aug0,seed_90995999,0.162313
answerdotai/ModernBERT-base,ieee,prep1_aug0,seed_99511865,0.148007
bert-base-cased,ieee,prep1_aug0,seed_14298463,0.160695
bert-base-cased,ieee,prep1_aug0,seed_24677315,0.152239
bert-base-cased,ieee,prep1_aug0,seed_37622020,0.089653
bert-base-cased,ieee,prep1_aug0,seed_43782163,0.134473
bert-base-cased,ieee,prep1_aug0,seed_52680723,0.13671
bert-base-cased,ieee,prep1_aug0,seed_67351593,0.154692
bert-base-cased,ieee,prep1_aug0,seed_70681460,0.036761
bert-base-cased,ieee,prep1_aug0,seed_87212562,0.157285
bert-base-cased,ieee,prep1_aug0,seed_90995999,0.148554
bert-base-cased,ieee,prep1_aug0,seed_99511865,0.137728
bert-base-uncased,ieee,prep1_aug0,seed_14298463,0.112997
bert-base-uncased,ieee,prep1_aug0,seed_24677315,0.123566
bert-base-uncased,ieee,prep1_aug0,seed_37622020,0.155729
bert-base-uncased,ieee,prep1_aug0,seed_43782163,0.147304
bert-base-uncased,ieee,prep1_aug0,seed_52680723,0.14819
bert-base-uncased,ieee,prep1_aug0,seed_67351593,0.137228
bert-base-uncased,ieee,prep1_aug0,seed_70681460,0.048904
bert-base-uncased,ieee,prep1_aug0,seed_87212562,0.170568
bert-base-uncased,ieee,prep1_aug0,seed_90995999,0.067674
bert-base-uncased,ieee,prep1_aug0,seed_99511865,0.150637
chandar-lab/NeoBERT,ieee,prep1_aug0,seed_14298463,0.12817
chandar-lab/NeoBERT,ieee,prep1_aug0,seed_24677315,0.087251
chandar-lab/NeoBERT,ieee,prep1_aug0,seed_37622020,0.03401
chandar-lab/NeoBERT,ieee,prep1_aug0,seed_43782163,0.094289
chandar-lab/NeoBERT,ieee,prep1_aug0,seed_52680723,0.142499
chandar-lab/NeoBERT,ieee,prep1_aug0,seed_67351593,0.102523
chandar-lab/NeoBERT,ieee,prep1_aug0,seed_70681460,0.094252
chandar-lab/NeoBERT,ieee,prep1_aug0,seed_87212562,0.120228
chandar-lab/NeoBERT,ieee,prep1_aug0,seed_90995999,0.137024
chandar-lab/NeoBERT,ieee,prep1_aug0,seed_99511865,0.136143
distilbert-base-cased,ieee,prep1_aug0,seed_14298463,0.143875
distilbert-base-cased,ieee,prep1_aug0,seed_24677315,0.14193
distilbert-base-cased,ieee,prep1_aug0,seed_37622020,0.116395
distilbert-base-cased,ieee,prep1_aug0,seed_43782163,0.131526
distilbert-base-cased,ieee,prep1_aug0,seed_52680723,0.163966
distilbert-base-cased,ieee,prep1_aug0,seed_67351593,0.02786
distilbert-base-cased,ieee,prep1_aug0,seed_70681460,0.142415
distilbert-base-cased,ieee,prep1_aug0,seed_87212562,0.140951
distilbert-base-cased,ieee,prep1_aug0,seed_90995999,0.143492
distilbert-base-cased,ieee,prep1_aug0,seed_99511865,0.144615
distilbert-base-uncased,ieee,prep1_aug0,seed_14298463,0.110747
distilbert-base-uncased,ieee,prep1_aug0,seed_24677315,0.132982
distilbert-base-uncased,ieee,prep1_aug0,seed_37622020,0.148279
distilbert-base-uncased,ieee,prep1_aug0,seed_43782163,0.145916
distilbert-base-uncased,ieee,prep1_aug0,seed_52680723,0.124698
distilbert-base-uncased,ieee,prep1_aug0,seed_67351593,0.105535
distilbert-base-uncased,ieee,prep1_aug0,seed_70681460,0.124948
distilbert-base-uncased,ieee,prep1_aug0,seed_87212562,0.129068
distilbert-base-uncased,ieee,prep1_aug0,seed_90995999,0.132485
distilbert-base-uncased,ieee,prep1_aug0,seed_99511865,0.139608
google/mobilebert-uncased,ieee,prep1_aug0,seed_14298463,0.090216
google/mobilebert-uncased,ieee,prep1_aug0,seed_24677315,0.109267
google/mobilebert-uncased,ieee,prep1_aug0,seed_37622020,0.053669
google/mobilebert-uncased,ieee,prep1_aug0,seed_43782163,0.082913
google/mobilebert-uncased,ieee,prep1_aug0,seed_52680723,0.1149
google/mobilebert-uncased,ieee,prep1_aug0,seed_67351593,0.117707
google/mobilebert-uncased,ieee,prep1_aug0,seed_70681460,0.14509
google/mobilebert-uncased,ieee,prep1_aug0,seed_87212562,0.067693
google/mobilebert-uncased,ieee,prep1_aug0,seed_90995999,0.062376
google/mobilebert-uncased,ieee,prep1_aug0,seed_99511865,0.118344
gpt2,ieee,prep1_aug0,seed_14298463,0.11019
gpt2,ieee,prep1_aug0,seed_24677315,0.100714
gpt2,ieee,prep1_aug0,seed_37622020,0.108104
gpt2,ieee,prep1_aug0,seed_43782163,0.055007
gpt2,ieee,prep1_aug0,seed_52680723,0.101983
gpt2,ieee,prep1_aug0,seed_67351593,0.12958
gpt2,ieee,prep1_aug0,seed_70681460,0.108826
gpt2,ieee,prep1_aug0,seed_87212562,0.117322
gpt2,ieee,prep1_aug0,seed_90995999,0.098889
gpt2,ieee,prep1_aug0,seed_99511865,0.104997
roberta-base,ieee,prep1_aug0,seed_14298463,0.136082
roberta-base,ieee,prep1_aug0,seed_24677315,0.153271
roberta-base,ieee,prep1_aug0,seed_37622020,0.133618
roberta-base,ieee,prep1_aug0,seed_43782163,0.147684
roberta-base,ieee,prep1_aug0,seed_52680723,0.121498
roberta-base,ieee,prep1_aug0,seed_67351593,0.123476
roberta-base,ieee,prep1_aug0,seed_70681460,0.166587
roberta-base,ieee,prep1_aug0,seed_87212562,0.162957
roberta-base,ieee,prep1_aug0,seed_90995999,0.1396
roberta-base,ieee,prep1_aug0,seed_99511865,0.152048
sarkerlab/SocBERT-base,ieee,prep1_aug0,seed_14298463,0.070976
sarkerlab/SocBERT-base,ieee,prep1_aug0,seed_24677315,0.107311
sarkerlab/SocBERT-base,ieee,prep1_aug0,seed_37622020,0.090537
sarkerlab/SocBERT-base,ieee,prep1_aug0,seed_43782163,0.118827
sarkerlab/SocBERT-base,ieee,prep1_aug0,seed_52680723,0.04407
sarkerlab/SocBERT-base,ieee,prep1_aug0,seed_67351593,0.121169
sarkerlab/SocBERT-base,ieee,prep1_aug0,seed_70681460,0.115716
sarkerlab/SocBERT-base,ieee,prep1_aug0,seed_87212562,0.108119
sarkerlab/SocBERT-base,ieee,prep1_aug0,seed_90995999,0.032554
sarkerlab/SocBERT-base,ieee,prep1_aug0,seed_99511865,0.104231
vinai/bertweet-base,ieee,prep1_aug0,seed_14298463,0.137792
vinai/bertweet-base,ieee,prep1_aug0,seed_24677315,0.105311
vinai/bertweet-base,ieee,prep1_aug0,seed_37622020,0.138329
vinai/bertweet-base,ieee,prep1_aug0,seed_43782163,0.063209
vinai/bertweet-base,ieee,prep1_aug0,seed_52680723,0.098591
vinai/bertweet-base,ieee,prep1_aug0,seed_67351593,0.109524
vinai/bertweet-base,ieee,prep1_aug0,seed_70681460,0.058402
vinai/bertweet-base,ieee,prep1_aug0,seed_87212562,0.126593
vinai/bertweet-base,ieee,prep1_aug0,seed_90995999,0.078282
vinai/bertweet-base,ieee,prep1_aug0,seed_99511865,0.129142
xlnet-base-cased,ieee,prep1_aug0,seed_14298463,0.169458
xlnet-base-cased,ieee,prep1_aug0,seed_24677315,0.14583
xlnet-base-cased,ieee,prep1_aug0,seed_37622020,0.155766
xlnet-base-cased,ieee,prep1_aug0,seed_43782163,0.129732
xlnet-base-cased,ieee,prep1_aug0,seed_52680723,0.156668
xlnet-base-cased,ieee,prep1_aug0,seed_67351593,0.077554
xlnet-base-cased,ieee,prep1_aug0,seed_70681460,0.166193
xlnet-base-cased,ieee,prep1_aug0,seed_87212562,0.138422
xlnet-base-cased,ieee,prep1_aug0,seed_90995999,0.155235
xlnet-base-cased,ieee,prep1_aug0,seed_99511865,0.152177
GroNLP/hateBERT,kaggle,prep1_aug0,seed_14298463,0.043855
GroNLP/hateBERT,kaggle,prep1_aug0,seed_24677315,0.047454
GroNLP/hateBERT,kaggle,prep1_aug0,seed_37622020,0.046821
GroNLP/hateBERT,kaggle,prep1_aug0,seed_43782163,0.032766
GroNLP/hateBERT,kaggle,prep1_aug0,seed_52680723,0.047124
GroNLP/hateBERT,kaggle,prep1_aug0,seed_67351593,0.033822
GroNLP/hateBERT,kaggle,prep1_aug0,seed_70681460,0.041066
GroNLP/hateBERT,kaggle,prep1_aug0,seed_87212562,0.030237
GroNLP/hateBERT,kaggle,prep1_aug0,seed_90995999,0.027273
GroNLP/hateBERT,kaggle,prep1_aug0,seed_99511865,0.047283
Twitter/twhin-bert-base,kaggle,prep1_aug0,seed_14298463,0.029908
Twitter/twhin-bert-base,kaggle,prep1_aug0,seed_24677315,0.02729
Twitter/twhin-bert-base,kaggle,prep1_aug0,seed_37622020,0.045094
Twitter/twhin-bert-base,kaggle,prep1_aug0,seed_43782163,0.046489
